entailment	id	similarity	sent1	sent2
Entailment	1631	4.7	Dois cachorros castanhos estão disputando uma bola vermelha e estão brincando na grama	Dois cachorros castanhos estão lutando por um brinquedo vermelho e estão brincando na grama
None	3991	1.0	Um jato não está voando	Um cachorro está latindo
None	5154	3.9	Um peixe não está nadando	Alguns peixes estão nadando
Entailment	1539	4.7	A senhora está cortando cebolas em cubos	Uma mulher está cortando uma cebola
Entailment	1861	4.4	Uma mulher está picando alho	Uma mulher está fatiando alho
None	5323	2.135	Os homens estão se apresentando no palco	Não tem nenhum mímico atuando
None	6123	2.6	Não tem nenhum homem cantando e tocando violão	Um homem está cantando e tocando o violão
Entailment	3164	4.8	Brócolis estão sendo cortados por uma mulher	Uma mulher está cortando brócolis
Entailment	1073	4.1	Uma criança jovem está correndo por uma estrada de cascalho que está coberta com folhas mortas	Uma criança jovem está correndo ao ar livre sobre as folhas caídas
None	6427	3.4	Uma tartaruga de mar está procurando peixes	Uma tartaruga marinha não está caçando peixes
Entailment	2	4.5	Os homens estão cuidadosamente colocando as malas no porta-malas de um carro	Os homens estão colocando bagagens dentro do porta-malas de um carro
None	5251	4.1	Um homem está falando com uma menina usando uma câmera de internet	Um menino na adolescência está falando com uma menina com uma webcam
None	3454	1.9	Um homem fazendo uma pose está sendo observado por outro homem	Um homem de camisa roxa está tingindo de preto outra camisa, que tem estampado um homem olhando para um cachorro fazendo uma cara engraçada
None	3661	3.5	Não tem nenhum homem tocando um violão	Um homem está tocando um violão
Entailment	2221	4.315	O homem está colocando frango no recipiente	Um homem está colocando algum alimento em uma caixa
None	3849	3.8	Uma mulher está usando um lápis de olho e está aplicando delineador em sua pálpebra	Uma mulher está removendo cosméticos de sua pálpebra
Entailment	2830	4.5	Um cachorro grande e um cachorro branco pequenino estão brincando juntos	Um cachorro grande e um cachorro pequenino com pelagem branca estão brincando juntos
None	3647	3.2	Um homem está cantando para uma mulher	Não tem nenhum homem cantando para uma mulher
Entailment	1547	4.4	Um gato está tocando teclados	Um gato está tocando um piano
Entailment	194	4.4	Um homem está fatiando pão	Uma pessoa está fatiando um pedaço de pão
None	6004	3.5	O rinoceronte está pastando na grama	Não tem nenhum rinoceronte pastando em um campo
None	3985	2.4	Uma pessoa negra está correndo ao lado de um estande branco e um cachorro está latindo atrás dele	O cachorro preto e branco está correndo e uma pessoa está atrás dele
Entailment	1607	4.1	Um policial está sentado cansadamente em uma motocicleta	O policial está sentado na bicicleta de polícia
Entailment	66	4.9	A mulher está espremendo suco de um limão	Uma mulher está espremendo um limão
Entailment	2534	4.3	Dois cachorros brancos estão brincando com um cachorro castanho e uma bola	Dois cachorros brancos e um cachorro castanho estão perseguindo um brinquedo
Entailment	3214	4.5	Uma menina jovem está sentada em traje de banho	Uma menina jovem está sentada em um equipamento de natação
None	5316	3.7	Não tem nenhuma mulher fatiando uma batata	Uma mulher está fatiando uma batata
Entailment	3186	4.6	Uma menina está penteando seu cabelo	Uma menina está penteando o cabelo
Entailment	2820	4.9	O óleo está sendo mexido por um homem	O homem está mexendo o óleo
Entailment	2480	5.0	Duas pessoas estão de pé no oceano e observando o pôr do sol	Duas pessoas estão de pé no oceano e vendo o pôr do sol
Entailment	1169	4.3	Uma menina pequena está tocando um piano de cauda no palco	Uma menina está tocando o piano
Entailment	587	3.3	Uma mulher está cortando uma cebola	Uma mulher não está cortando carne
Entailment	1071	4.6	O homem está dirigindo um carro cuidadosamente	O homem está dirigindo um carro
Entailment	2118	5.0	Manteiga está sendo picada em um recipiente por um homem	Um homem está picando manteiga em um recipiente
None	3758	2.9	Uma mulher está picando alho	A mulher não está cortando alho em cubos
Entailment	2882	4.4	Um cachorro preto e um branco estão correndo alegremente na grama	Um cachorro, que tem pelagem preta, e um cachorro branco estão correndo na grama
Entailment	2246	4.6	Três pessoas estão dirigindo quadriciclos em uma rua	Três pessoas estão dirigindo quadriciclos
None	3880	3.6	Um motociclista está de pé no banco de uma motocicleta branca	Um ciclista está na bicicleta preta e branca e está parado sobre o selim
Entailment	1248	4.0	Um homem e uma mulher estão comendo alegremente	Um homem e uma mulher estão comendo
None	6161	3.5	Um homem está tocando teclado	Não tem nenhum homem tocando um teclado
Entailment	1486	4.9	Um homem está tocando violão	Um violão está sendo tocado por um homem
None	5639	3.6	Muitas pessoas estão em um parque de patinação no gelo	Uma pista de patinação no gelo localizada ao ar livre está vazia
None	5429	3.7	Um papagaio está falando	Não tem nenhum papagaio falando
None	3952	3.2	Um chimpanzé está perdendo o alvo	Um macaco está chutando raivosamente um alvo
None	5587	3.3	Um grupo de pessoas em um grande restaurante asiático está comendo	Várias pessoas estão comendo em mesas vermelhas em um restaurante com luzes roxas lotado
Entailment	413	4.9	A menina está carregando uma placa e está sendo seguida por um grupo de pessoas	A menina está carregando uma placa e um grupo de pessoas está a seguindo
None	4226	1.0	Uma mulher está cortando uma cebola branca	Um cavalo está parado
Entailment	2356	4.8	Os homens estão colocando bagagens dentro do porta-malas de um carro	Os homens estão colocando bagagens no porta-malas de um carro
Entailment	2184	4.7	Um homem está despejando produto de limpeza na pia	Um homem está limpando a pia
Entailment	2242	4.5	Um animal está mordendo o dedo de alguém	Um animal está mordendo a mão de alguém
None	4575	3.4	Um macaco está chutando raivosamente um alvo	Um homem irritado está mirando um chimpanzé dando pontapés
Entailment	528	5.0	Um homem e um menino estão de pé debaixo de umas escadas que estão ao ar livre	O homem e o menino estão de pé embaixo da escada, que é ao ar livre
Entailment	554	4.835	Um homem está usando uma faca para abrir uma caixa	Um homem está abrindo uma caixa com uma faca
None	4604	2.4	Um homem está rezando	Um homem está dançando
None	4674	1.3	Uma menina pequena está olhando para uma mulher de fantasia	Pessoas mascaradas estão olhando na mesma direção em uma floresta
Entailment	1503	5.0	O homem está tocando o violão	Um homem está tocando o violão
None	3799	2.7	Um homem está tocando um piano	Um homem está tocando um violão
Entailment	1746	4.6	Um homem de idade está sentado em um banco	Uma pessoa velha está sentada em um banco
Entailment	1691	4.8	As crianças estão cercando uma menina de vestido marrom que está fechando os olhos	Uma menina usando um vestido marrom está sendo cercada por crianças e está fechando os olhos
Entailment	2332	4.915	Um homem está agachado no arbusto e está tirando uma foto	Um homem está agachado no arbusto e tirando uma fotografia
None	3334	3.4	Um homem está passando fita em uma caixa cortada	Um homem está cortando uma caixa
None	5129	4.6	Não tem nenhum gato deslizando de cabeça para baixo debaixo de um sofá	Um gato está deslizando de ponta cabeça para baixo de um sofá
None	4536	2.5	Um homem está chorando	Um homem está rindo
Entailment	2577	4.8	Os cachorros marrons estão divertidamente brigando na areia da praia	Os cachorros castanhos estão brincando de brigar na costa de areia
None	4307	4.3	Uma mulher está andando em uma moto aquática	A pessoa está andando de jet ski nas ondas
None	4489	3.4	Uma mulher está secando ovos	Uma mulher está fervendo ovos
Entailment	1230	4.4	Uma mulher está fatiando alho	Uma mulher está picando alho
None	4477	3.1	Não tem nenhum trem de brinquedo batendo em um carro de brinquedo	Um trem de brinquedo está atingindo um carro de brinquedo
None	5524	3.1	Uma lata está sendo mordida por um cachorro	Um cachorro está abrindo uma lata de comida
Entailment	2182	4.9	Um gato está deslizando de ponta cabeça para baixo de um sofá	Um gato está escorregando de cabeça para baixo em um sofá
None	4922	2.7	Um grupo de pessoas está equipado com equipamentos de segurança	O equipamento de montanhismo está firmemente posicionado em frente ao ciclista em pé
None	4247	2.3	Um homem está tocando dois teclados	Um gato está tocando um piano
None	4880	4.0	Crianças de camisas vermelhas estão dormindo nas folhas	Crianças em camisas vermelhas estão brincando nas folhas
Entailment	378	5.0	Um cachorro que tem a pelagem branca e castanha está trotando pelo raso	Um cachorro que tem pelagem castanha e branca está trotando pelo raso
None	4505	1.5	Um homem está imprudentemente cavalgando um cavalo	O elefante está sendo conduzido sobre uma mulher
Entailment	262	4.8	Um homem está tocando uma flauta	O homem está tocando a flauta
Entailment	3138	4.7	Um homem está cozinhando uma cobra	Um homem está assando uma cobra
None	5894	2.4	O ciclista está realizando um truque no ar	O ar está pregando um truque em um ciclista em performance
None	6280	4.3	Não tem nenhuma menina tocando o piano	Uma menina pequena está tocando um piano de cauda no palco
Entailment	1898	4.9	Uma pessoa está anotando algo com um lápis	A pessoa está escrevendo com um lápis
Entailment	714	4.4	Um jogador de futebol está usando braçadeiras pretas	Uma pessoa jogando futebol está usando braçadeiras pretas
Entailment	2081	4.7	O cachorro está perseguindo uma bola na grama	Uma bola está sendo perseguida por um cachorro na grama
Entailment	2707	5.0	A mulher está passando maquiagem no homem	A maquiagem está sendo colocada no homem pela mulher
Entailment	1795	4.3	Uma menina está tocando uma flauta	Um instrumento de sopro está sendo tocado por uma menina
Entailment	258	4.3	Um homem e uma mulher estão dirigindo pela rua abaixo em um jipe	Um homem e uma mulher estão dirigindo pela estrada abaixo em um carro
Entailment	3125	4.8	As pessoas estão sentadas ao redor de uma fogueira à noite	As pessoas estão aglomeradas ao redor de uma fogueira à noite
None	5659	3.3	Um homem está descendo um penhasco usando uma corda	Um homem está escalando um penhasco com uma corda
Entailment	2021	4.5	Os médicos estão curando um homem	Os médicos estão revivendo um homem
Entailment	203	4.4	Um homem está afiando uma faca	Um homem está afiando uma arma
Entailment	1952	4.6	A criança pequenina está vadeando pela água e está sendo guiada por outra pessoa	A criança pequenina está andando pela água e está sendo guiada por outra pessoa
Entailment	1705	4.8	O homem está cuidadosamente alimentando a cobra com um rato	O homem está cuidadosamente alimentando uma cobra com um rato
None	5240	3.6	Uma mulher está cortando um tomate	Um homem está cortando um tomate
Entailment	1653	4.9	Um homem está fatiando uma cebola	Uma cebola está sendo fatiada por um homem
None	5053	3.2	Uma mulher está fatiando uma cenoura	Não tem nenhuma mulher fatiando uma cenoura
None	4647	3.1	Um cachorro está derrubando uma lata	Um cachorro está abrindo uma lata de comida
Entailment	2532	5.0	O cachorro de aparência desnutrida está de pé nas patas traseiras e está se preparando para pular	Um cachorro aparentemente desnutrido está em pé nas patas de trás e se preparando para pular
